timestamp_sec,packet_size_bytes,delay_us
0.000467,901.2,3.9635
0.000472,1088.1,2.2177
0.000473,1568.6,3.4183
0.000475,3210.0,3.9049
0.000479,437.0,4.3925
0.000482,466.0,5.5445
0.000482,287.1,5.7112
0.000484,659.9,6.0627
0.000486,583.9,5.1567
0.000487,610.4,3.3798
0.000488,1028.5,0.4187
0.000489,989.3,0.2116
0.000490,2510.0,0.4461
0.000494,1431.7,0.5771
0.000496,1222.1,0.5963
0.000498,5093.2,7.2000
0.000499,3242.3,8.9433
0.000501,494.3,8.4759
0.000502,798.7,7.6763
0.000502,1571.2,7.8321
0.000507,1130.9,7.3397
0.000510,6507.9,4.4684
0.000512,1163.2,3.9004
0.000514,6712.0,3.0871
0.000518,1325.8,1.2009
0.000520,383.9,8.3088
0.000521,2255.7,5.1784
0.000521,1808.8,5.5494
0.000523,2195.4,6.7942
0.000524,3070.0,7.5515
0.000526,1124.9,0.5047
0.000528,5804.0,3.6723
0.000535,738.2,3.7977
0.000539,2206.4,10.0049
0.000541,2510.8,11.7782
0.000541,2844.2,10.9116
0.000543,469.7,9.4787
0.000544,2527.0,9.6596
0.000552,1872.7,9.2768
0.000558,1981.8,8.6297
0.000559,9000.0,9.2516
0.000568,260.7,5.3540
0.000573,355.1,6.8027
0.000576,4845.8,0.7694
0.000576,2421.1,0.3035
0.000582,1871.3,0.5890
0.000586,689.3,0.5785
0.000590,1914.1,1.3611
0.000592,428.0,1.5819
0.000594,246.4,0.9825
0.000594,6434.7,0.8791
0.000597,464.5,5.3714
0.000602,420.0,0.8493
0.000603,5336.0,1.0431
0.000604,229.2,1.8712
0.000605,2485.1,2.8965
0.000607,1309.7,1.6710
0.000608,729.1,4.2362
0.000608,557.4,2.4676
0.000609,186.7,0.1365
0.000609,983.9,1.0577
0.000610,7700.8,1.1457
0.000613,908.1,0.8256
0.000615,2112.7,0.4689
0.000622,2142.1,2.0491
0.000623,450.3,0.9409
0.000631,2966.4,2.3399
0.000638,933.4,1.2974
0.000638,3948.1,0.5018
0.000639,861.0,0.8380
0.000641,1424.9,1.1598
0.000645,3225.4,0.5774
0.000646,1922.5,0.7893
0.000646,195.3,3.0117
0.000647,213.7,4.9389
0.000652,257.5,4.6097
0.000654,505.3,4.7379
0.000657,4548.6,4.5316
0.000663,908.6,2.1639
0.000665,9000.0,3.0233
0.000670,1090.7,0.2139
0.000671,229.8,1.4995
0.000675,1960.8,0.2477
0.000677,1219.9,1.9164
0.000681,385.3,1.6389
0.000684,652.1,5.1994
0.000686,463.4,0.4989
0.000688,2653.2,2.0384
0.000689,6695.4,1.1444
0.000689,376.7,1.3204
0.000690,868.0,0.5396
0.000692,866.8,0.9490
0.000697,246.1,4.4872
0.000697,893.3,1.9623
0.000698,1535.1,2.2023
0.000699,3867.9,0.9773
0.000699,882.6,0.3415
0.000699,1157.4,0.8368
0.000702,1214.6,0.3808
0.000702,5825.4,1.7169
0.000705,635.6,0.1899
0.000708,7952.5,0.3815
0.000711,565.5,1.1851
0.000715,498.3,1.0293
0.000727,2916.8,0.5789
0.000727,3454.2,1.1691
0.000728,798.9,0.4636
0.000734,246.0,0.5498
0.000734,407.2,0.2361
0.000736,713.3,1.8302
0.000740,492.8,4.7492
0.000748,4986.0,5.6295
0.000748,2875.5,6.1180
0.000749,3688.0,6.7864
0.000750,233.5,3.2920
0.000751,818.4,4.4994
0.000756,704.9,0.9427
0.000759,2823.3,0.2987
0.000759,1719.6,0.5291
0.000763,1160.4,1.2054
0.000765,2246.5,0.2379
0.000766,482.5,0.7874
0.000770,1672.7,1.6862
0.000770,3616.1,0.6639
0.000782,2075.1,1.1848
0.000782,1054.7,1.1141
0.000782,1388.7,4.5951
0.000788,1401.3,7.5952
0.000790,760.9,5.6059
0.000791,3839.7,3.2747
0.000793,390.4,2.4372
0.000798,3790.2,2.9044
0.000800,3380.6,5.6223
0.000800,1449.0,3.6171
0.000801,372.4,7.3617
0.000803,409.4,12.5820
0.000806,1099.3,9.8433
0.000809,309.5,6.4250
0.000814,1344.9,6.5856
0.000814,1143.2,6.9801
0.000817,277.7,7.2046
0.000817,1432.6,0.8241
0.000818,1524.6,1.4227
0.000820,735.6,1.8491
0.000825,3135.2,1.5401
0.000827,1182.5,2.4224
0.000831,412.7,1.2647
0.000831,1376.6,0.1965
0.000839,1294.1,0.7070
0.000840,414.2,2.5101
0.000841,1591.1,3.7352
0.000842,940.0,4.9158
0.000846,1510.3,4.3953
0.000848,678.0,4.4703
0.000854,1753.9,4.0083
0.000858,661.7,4.6614
0.000859,344.7,3.3144
0.000861,665.2,1.0581
0.000867,3157.9,1.8092
0.000869,4682.7,0.0512
0.000871,2188.8,0.5137
0.000874,1808.5,1.8032
0.000876,597.3,1.6666
0.000878,1555.3,8.0304
0.000879,318.1,10.6503
0.000886,3073.6,11.7234
0.000886,3306.0,6.6088
0.000886,5756.4,6.9225
0.000887,1164.2,9.1051
0.000897,384.2,4.7516
0.000897,462.9,4.1802
0.000897,201.0,4.7677
0.000898,164.0,3.6160
0.000899,1746.4,3.0864
0.000904,2407.2,0.2007
0.000904,2214.5,2.4417
0.000906,3078.9,3.2492
0.000910,2944.3,0.6549
0.000912,9000.0,0.9367
0.000923,2820.8,2.5449
0.000924,972.4,0.8603
0.000924,347.5,1.1182
0.000925,958.6,5.1121
0.000925,3910.2,2.4217
0.000926,4797.1,5.5857
0.000928,1527.6,3.6301
0.000929,3249.8,3.2924
0.000931,1415.9,6.4406
0.000938,411.9,4.7712
0.000940,744.6,4.5199
0.000944,1565.7,4.5415
0.000949,9000.0,4.9650
0.000950,249.9,1.9305
0.000955,2734.5,2.5285
0.000960,2910.6,4.1624
0.000960,1260.0,4.3066
0.000960,2438.8,1.9991
0.000963,5674.7,0.5805
0.000966,701.7,0.7664
0.000966,6645.8,0.4753
0.000967,313.4,0.4588
0.000967,1635.9,2.0995
0.000970,1270.2,1.0659
0.000971,244.6,2.7945
0.000973,746.4,0.6016
0.000974,1968.4,0.6134
0.000975,1395.7,0.6091
0.000978,430.3,1.5911
0.000981,2903.8,0.5846
0.000986,799.7,7.1603
0.000991,214.9,0.3224
0.000992,2245.4,1.2801
0.000992,641.7,0.4650
0.000993,861.0,2.5662
0.000995,311.1,3.8636
0.000995,1058.3,3.5397
0.000997,1903.1,2.2141
0.000997,990.3,2.6803
0.000999,446.2,2.0726
0.001000,455.5,0.4380
0.001003,1630.2,0.2937
0.001005,234.5,1.9961
0.001011,3205.1,1.4113
0.001017,186.9,3.1788
0.001020,325.5,0.1776
0.001021,2415.1,1.2134
0.001025,620.1,0.5852
0.001026,2529.9,1.6690
0.001031,9000.0,1.0743
0.001047,769.8,1.0555
0.001050,530.7,0.6162
0.001052,3648.7,2.6622
0.001052,1352.4,4.8801
0.001053,1970.2,6.9662
0.001055,1144.3,7.9674
0.001062,917.8,6.5919
0.001065,2223.6,6.6342
0.001065,1191.6,9.2589
0.001069,670.2,3.0997
0.001070,1138.8,2.6298
0.001070,612.0,7.2000
0.001074,3413.0,4.9312
0.001075,801.3,3.6683
0.001075,469.8,0.3527
0.001077,1063.0,1.8724
0.001094,2810.6,0.2348
0.001096,279.7,1.3395
0.001097,1607.5,0.6858
0.001099,952.9,2.7521
0.001106,2310.9,2.7385
0.001106,352.3,1.9864
0.001108,371.8,1.1379
0.001111,304.1,1.8520
0.001114,457.1,0.6181
0.001116,2534.5,0.1132
0.001119,2062.1,1.1086
0.001128,491.7,0.3112
0.001137,244.8,1.1176
0.001144,1100.1,1.9671
0.001146,2031.9,1.7156
0.001149,2486.3,1.9074
0.001156,799.3,1.7251
0.001159,522.8,0.3986
0.001162,1983.6,1.8916
0.001164,1294.2,1.7171
0.001165,1175.1,0.8626
0.001166,2002.5,0.8944
0.001167,2256.0,0.7865
0.001169,1249.6,0.4318
0.001170,2334.0,1.0764
0.001175,321.0,0.8236
0.001180,431.8,2.5178
0.001182,5619.9,5.9399
0.001186,1067.0,5.1908
0.001186,2374.1,4.6183
0.001187,386.1,4.5692
0.001188,213.7,4.6617
0.001190,905.1,4.2109
0.001190,1408.4,5.3238
0.001196,1620.9,5.5123
0.001197,4980.5,4.8127
0.001199,1076.4,5.0708
0.001202,905.0,4.8233
0.001202,1413.3,1.8056
0.001202,1614.2,4.1229
0.001217,1879.3,3.9234
0.001224,1460.2,2.0124
0.001228,1558.6,2.8127
0.001233,2573.8,1.9975
0.001237,1997.1,1.9174
0.001238,753.4,0.8612
0.001239,446.6,3.6790
0.001248,1328.6,1.7171
0.001261,775.8,1.8055
0.001262,1105.3,2.3854
0.001263,444.6,2.8641
0.001265,1621.0,3.0001
0.001269,698.5,4.1859
0.001277,4378.7,2.6494
0.001278,2714.9,0.3719
0.001278,1103.7,0.3603
0.001279,1797.4,0.6539
0.001280,149.6,2.9893
0.001281,840.9,0.6578
0.001281,1054.6,1.1781
0.001283,676.6,1.0641
0.001284,64.0,2.0045
0.001290,2256.8,2.1337
0.001291,1791.4,4.0512
0.001292,181.8,2.6095
0.001292,422.2,2.5497
0.001297,3786.2,2.5268
0.001300,1079.3,1.6519
0.001303,729.1,1.1588
0.001306,110.5,1.3412
0.001306,777.3,1.3432
0.001314,5518.0,0.7355
0.001315,755.6,0.5198
0.001325,3136.4,0.8574
0.001325,573.5,1.7148
0.001326,2533.3,1.8881
0.001328,785.7,1.4167
0.001329,1616.0,0.2895
0.001330,599.5,7.2000
0.001332,1101.1,5.5621
0.001336,280.4,0.7790
0.001336,1293.2,1.8914
0.001342,3524.5,0.3466
0.001342,902.2,0.4401
0.001346,245.2,2.0487
0.001353,457.6,0.5559
0.001354,758.9,0.7237
0.001355,534.8,1.2887
0.001356,649.6,0.8780
0.001359,275.1,2.5394
0.001360,488.5,3.5977
0.001362,2182.3,0.3062
0.001363,2320.1,1.1712
0.001368,379.1,0.9262
0.001371,2331.6,0.7959
0.001376,596.2,1.5779
0.001378,2779.0,0.4319
0.001380,438.5,2.0567
0.001388,538.1,1.8866
0.001388,429.9,3.9044
0.001389,1112.8,5.1256
0.001392,1763.4,0.5176
0.001393,665.9,0.3478
0.001394,628.3,1.0557
0.001398,1083.0,0.6405
0.001399,483.9,0.3559
0.001399,881.8,1.4858
0.001401,212.9,1.7802
0.001402,4387.4,1.4479
0.001403,1465.6,0.3578
0.001406,2228.5,2.2799
0.001409,2593.3,2.1343
0.001409,1881.6,6.8141
0.001411,1462.9,5.4146
0.001412,350.1,4.7922
0.001415,3908.6,0.3975
0.001415,900.8,0.9431
0.001417,433.1,1.3843
0.001418,1735.8,0.8930
0.001419,782.1,2.4389
0.001433,2888.1,1.3860
0.001435,420.6,7.1821
0.001436,1160.5,7.6505
0.001436,561.3,6.8549
0.001443,540.8,7.5128
0.001446,380.0,1.7813
0.001447,5802.1,0.2921
0.001447,1574.5,1.0697
0.001452,2009.4,0.9224
0.001455,539.3,2.0639
0.001459,2232.9,0.6212
0.001461,751.9,1.1098
0.001464,844.3,1.3637
0.001467,3794.5,0.3740
0.001468,2852.7,0.2301
0.001471,531.8,0.4535
0.001471,587.8,1.3356
0.001472,1535.9,1.4313
0.001472,1146.5,5.0306
0.001477,2276.6,4.1984
0.001490,607.4,1.3820
0.001491,302.5,1.1240
0.001496,1139.6,0.6970
0.001504,1660.6,0.5566
0.001506,2420.8,0.3717
0.001507,1771.9,3.1537
0.001508,605.8,0.9914
0.001510,566.0,2.3380
0.001512,2962.2,1.4288
0.001513,1206.1,1.2500
0.001521,798.3,1.0520
0.001527,2363.1,0.1981
0.001527,949.8,1.9898
0.001528,2407.6,1.8839
0.001529,2116.5,0.5605
0.001529,523.5,1.1111
0.001531,564.1,0.1970
0.001532,613.7,2.9750
0.001540,1203.8,2.3196
0.001541,2257.4,0.9541
0.001542,695.1,0.6911
0.001548,325.1,0.2485
0.001549,2040.6,1.2327
0.001550,1026.4,0.4855
0.001553,446.9,0.9910
0.001557,2671.8,2.7690
0.001564,1134.7,4.3789
0.001566,2164.6,4.6612
0.001569,2521.0,0.8240
0.001572,1402.7,0.4638
0.001572,828.4,0.5098
0.001582,5014.9,1.7167
0.001585,1742.6,3.1039
0.001588,999.8,2.3964
0.001595,2546.8,2.1751
0.001595,2271.5,0.6403
0.001596,348.7,4.5718
0.001603,337.7,6.1730
0.001604,1490.9,1.2429
0.001606,285.1,0.6408
0.001607,4488.4,0.3201
0.001609,206.5,1.5513
0.001614,219.1,1.6588
0.001614,507.0,0.8343
0.001614,918.0,2.2247
0.001616,312.1,2.2034
0.001617,508.7,2.7317
0.001626,4532.1,0.3119
0.001628,988.9,4.9018
0.001631,683.5,4.7375
0.001634,1169.1,2.9345
0.001636,2302.9,0.4074
0.001637,691.1,1.2728
0.001639,337.4,1.0896
0.001641,1030.3,2.4796
0.001643,4194.1,1.4833
0.001650,1047.8,1.2894
0.001655,1217.9,1.0844
0.001657,915.9,2.5487
0.001661,1930.3,1.4632
0.001667,7374.1,1.6823
0.001673,2499.7,0.3019
0.001673,562.3,0.6363
0.001674,1259.8,2.2297
0.001676,1778.9,2.3354
0.001681,868.8,2.5260
0.001682,412.6,0.1266
0.001682,2281.3,2.4724
0.001682,2939.0,0.9605
0.001684,252.9,0.6212
0.001687,939.4,1.5683
0.001689,2940.9,1.7622
0.001699,233.3,2.0930
0.001708,1221.6,2.3755
0.001714,3114.8,3.1875
0.001717,1567.2,0.3548
0.001725,2651.8,0.1233
0.001725,1427.7,1.7199
0.001730,2630.0,0.5364
0.001731,701.5,0.6966
0.001731,3583.2,0.2713
0.001733,2164.3,1.0795
0.001736,733.5,1.6826
0.001738,3994.7,0.8068
0.001739,1260.0,1.3814
0.001750,2597.0,1.2713
0.001753,435.5,1.0705
0.001754,2832.1,1.9239
0.001761,1567.1,0.8466
0.001763,1605.7,0.9598
0.001776,2562.5,2.0589
0.001777,2959.2,2.0570
0.001778,2674.3,0.7640
0.001779,286.1,0.3155
0.001779,313.5,0.5293
0.001782,3862.0,0.5543
0.001790,710.2,0.4922
0.001791,457.9,0.1545
0.001796,1212.1,0.4585
0.001797,484.1,1.6386
0.001797,1214.9,1.4268
0.001805,1721.4,1.1163
0.001807,3750.0,1.6525
0.001810,2075.2,0.7498
0.001811,367.6,0.3345
0.001814,2057.1,0.2514
0.001818,638.6,2.4173
0.001819,716.3,2.7321
0.001821,2769.0,0.3387
0.001823,4110.6,1.1156
0.001824,2728.2,2.9832
0.001828,525.9,2.0654
0.001832,1596.9,2.4256
0.001833,565.5,2.0261
0.001833,2998.0,5.3468
0.001838,473.4,3.1003
0.001840,1972.4,1.0314
0.001842,978.9,1.5315
0.001843,1867.4,0.9325
0.001846,1011.2,0.6265
0.001848,1687.4,5.9922
0.001849,1318.1,4.3136
0.001850,2286.2,3.4748
0.001851,449.2,1.7306
0.001851,654.9,2.3316
0.001861,1792.3,1.9606
0.001867,683.4,0.7168
0.001871,3545.9,1.6777
0.001872,345.8,0.8554
0.001875,1406.2,1.7566
0.001877,4134.4,0.5982
0.001879,2678.5,1.2811
0.001881,2394.1,2.3861
0.001883,1679.9,0.7222
0.001883,670.7,0.2688
0.001886,401.1,0.2947
0.001892,724.4,1.0379
0.001898,3301.7,0.5767
0.001900,851.9,1.0364
0.001901,231.7,1.0905
0.001907,1349.8,1.3540
0.001909,2261.0,1.1125
0.001918,2523.4,2.3330
0.001920,1922.8,3.4370
0.001927,230.1,3.5277
0.001929,2608.1,1.9474
0.001930,889.4,1.3719
0.001930,916.0,2.1019
0.001930,1759.3,2.0122
0.001934,411.8,0.2276
0.001934,571.4,0.2258
0.001936,2453.1,1.6001
0.001941,1504.3,0.8068
0.001945,722.9,0.6169
0.001948,1001.9,1.5390
0.001949,3530.1,0.7828
0.001957,9000.0,0.9831
0.001958,1299.2,1.9687
0.001960,4762.3,5.0172
0.001961,2176.4,6.6521
0.001961,649.5,8.0897
0.001962,2739.9,8.4077
0.001965,1378.6,6.2649
0.001966,857.7,6.2263
0.001971,3079.3,4.7774
0.001974,4344.2,1.2368
0.001975,675.9,6.5308
0.001975,990.0,2.7495
0.001977,5933.6,7.2863
0.001981,574.3,6.5342
0.001982,955.0,6.9433
0.001987,1448.4,5.0878
0.001995,724.9,1.6796
0.001997,4421.1,0.9129
0.001997,1438.9,6.4011
0.001998,1151.5,0.3011
0.001999,531.5,1.4851
0.002000,2971.2,1.9735
0.002002,2325.2,1.8556
0.002002,1208.8,1.2520
0.002002,736.4,0.9548
0.002004,930.1,1.6710
0.002004,1211.6,2.2613
0.002006,1537.7,2.0038
0.002007,1214.2,1.8924
0.002011,858.5,4.1260
0.002013,220.0,2.9079
0.002014,508.3,3.1754
0.002017,368.4,5.0209
0.002018,6147.4,3.4039
0.002019,3471.0,0.6067
0.002020,1059.9,0.4045
0.002020,197.5,0.2615
0.002021,759.0,4.8018
0.002025,1709.3,4.7490
0.002026,1958.4,4.3547
0.002026,236.5,2.3944
0.002030,3141.3,1.3716
0.002030,1144.4,1.2010
0.002033,816.9,1.0969
0.002040,1221.0,1.0287
0.002047,404.1,0.5290
0.002050,1746.6,0.1516
0.002055,1375.0,0.7582
0.002056,1291.4,3.4946
0.002058,1261.5,0.5692
0.002058,4504.9,1.1061
0.002061,5874.6,3.2927
0.002062,1112.2,1.1039
0.002063,810.0,0.5951
0.002065,120.7,0.7641
0.002072,749.4,1.1929
0.002072,2676.8,1.4871
0.002073,1283.1,2.4603
0.002078,611.0,0.2130
0.002079,76.6,1.4831
0.002089,326.6,1.3927
0.002094,887.7,1.0307
0.002100,1871.5,1.5929
0.002102,3084.1,0.2462
0.002102,969.7,0.6047
0.002105,1613.2,0.9622
0.002112,536.3,1.0911
0.002114,499.6,3.2238
0.002116,1221.6,2.9834
0.002124,200.5,5.1423
0.002129,1393.6,0.9686
0.002132,1464.6,0.5102
0.002133,161.1,3.5836
0.002134,891.7,0.8760
0.002134,392.7,1.0152
0.002135,851.8,0.3662
0.002143,2187.4,1.3778
0.002145,2230.1,1.0938
0.002152,1343.9,1.2123
0.002154,921.1,1.5808
0.002159,361.5,4.4564
0.002161,2451.9,3.6651
0.002161,1450.0,2.8260
0.002162,555.2,1.0055
0.002165,3145.0,0.6881
0.002167,7218.6,0.7664
0.002169,2247.7,1.5993
0.002170,1245.6,0.3757
0.002170,2246.3,1.0128
0.002171,5703.3,0.1057
0.002177,2270.3,0.0827
0.002179,1860.7,0.7771
0.002181,3584.4,2.4624
0.002183,1248.2,0.5639
0.002185,1327.4,0.9350
0.002185,259.8,0.8096
0.002187,1888.8,0.8518
0.002188,2056.4,0.9211
0.002189,1343.1,4.4535
0.002190,1323.7,1.2275
0.002191,1069.3,3.5061
0.002193,225.2,1.1504
0.002195,836.4,1.7409
0.002198,358.1,1.8320
0.002198,907.9,0.4191
0.002200,163.3,2.5431
0.002206,2185.6,1.4684
0.002209,542.3,1.5544
0.002210,218.2,0.1392
0.002212,1805.1,1.7571
0.002221,1988.2,5.0300
0.002224,1429.3,4.8361
0.002226,1345.4,6.9796
0.002229,291.0,5.6481
0.002231,692.5,3.6947
0.002232,1621.4,3.6430
0.002235,1289.2,1.0704
0.002243,2286.5,0.6297
0.002243,946.0,0.4815
0.002246,1616.0,0.1630
0.002248,1557.8,4.2079
0.002252,868.2,3.7526
0.002252,2349.1,1.3211
0.002255,761.7,2.8977
0.002258,1567.5,3.2824
0.002258,2959.8,1.8968
0.002260,4900.9,3.0639
0.002261,2185.0,1.6538
0.002265,581.2,4.2271
0.002266,2267.4,4.3403
0.002269,609.0,3.8536
0.002272,3353.5,5.2002
0.002283,290.4,4.4559
0.002288,897.1,3.3633
0.002289,2803.3,3.1584
0.002290,818.5,0.4741
0.002296,316.6,1.2950
0.002299,939.5,0.8120
0.002300,791.9,1.0294
0.002300,209.1,0.3221
0.002302,607.9,0.7872
0.002302,2226.7,7.3442
0.002306,165.9,5.3033
0.002307,586.5,6.3029
0.002314,9000.0,6.2097
0.002316,238.5,6.1607
0.002316,1041.3,3.0242
0.002321,1412.2,2.8085
0.002322,735.6,0.6959
0.002323,9000.0,1.7394
0.002327,137.7,2.5973
0.002329,1344.6,1.8349
0.002329,708.2,2.5608
0.002332,434.7,0.6770
0.002334,637.7,5.8583
0.002334,529.6,5.4800
0.002337,500.4,2.5751
0.002337,1899.8,0.7468
0.002341,395.5,0.3752
0.002346,1309.4,1.6877
0.002347,603.6,1.7801
0.002348,4747.0,1.1708
0.002354,364.1,1.2649
0.002354,1230.6,3.7283
0.002356,1740.3,4.8392
0.002357,2108.7,3.6976
0.002362,1332.6,7.3071
0.002363,1629.7,5.9636
0.002363,3331.1,7.7769
0.002366,358.1,8.2581
0.002367,2203.6,5.2242
0.002368,1573.1,1.1345
0.002369,843.5,1.7998
0.002372,2342.0,4.2262
0.002377,2240.1,0.8258
0.002378,1220.6,2.3398
0.002384,1231.7,0.7706
0.002385,639.0,2.4272
0.002388,2417.5,1.1386
0.002390,758.5,0.6171
0.002393,424.6,0.7392
0.002394,1767.8,4.9506
0.002404,1053.9,0.9280
0.002404,231.3,0.4867
0.002407,775.9,7.6295
0.002409,495.7,5.5652
0.002410,1280.8,7.2000
0.002413,159.5,7.5665
0.002413,5075.1,6.9407
0.002415,2487.9,6.7956
0.002418,1266.8,4.1098
0.002420,757.4,0.1615
0.002420,1203.5,0.7158
0.002425,709.1,1.2317
0.002426,5442.1,0.6813
0.002432,4643.4,1.0287
0.002442,1106.6,1.5428
0.002445,302.8,1.4761
0.002453,336.9,2.2387
0.002457,1301.2,0.4251
0.002461,3282.3,0.4810
0.002463,1342.5,0.6170
0.002466,782.9,0.3941
0.002468,842.4,0.4039
0.002479,1276.1,0.5141
0.002481,1188.5,1.3065
0.002482,3061.0,1.6057
0.002486,2776.3,1.0225
0.002486,5254.5,2.1391
0.002489,989.9,2.0859
0.002489,1204.2,4.1217
0.002495,732.7,6.2107
0.002495,1521.7,7.0808
0.002497,2074.6,7.7728
0.002500,2357.8,7.1305
0.002502,550.5,3.9917
0.002503,254.0,4.1336
0.002503,727.8,4.3325
0.002504,471.8,3.7099
0.002505,103.5,2.0219
0.002505,2109.8,1.6521
0.002509,272.7,1.0687
0.002514,1996.6,0.8790
0.002521,483.7,1.1733
0.002523,1234.7,4.0802
0.002526,2268.1,1.9274
0.002526,1248.7,0.8331
0.002528,2101.3,0.5906
0.002529,1456.0,2.1093
0.002531,2022.3,1.1736
0.002535,1518.9,0.6912
0.002536,360.3,0.3702
0.002537,2977.9,0.7947
0.002543,1449.0,1.0087
0.002543,557.8,1.4232
0.002545,1743.9,0.0998
